brdu				abbr. 溴脱氧尿苷（bromodeoxyuridine）	0
brea		/'breiə/	['breiə]	n. （西）沥青	0
breach	考研	/briːtʃ/	/britʃ/	n. 裂缝， 缺口 A vt. 打破， 裂开；违背	0
breaching	六级	/ˈbriːtʃɪŋ/	/ˈbriːtʃɪŋ/	n. 烟道导管；烟道总管；模拟板实验性电路板功能试验	0
bread	考研	/bred/	/brɛd/	n. 面包；生计 v. 在…上洒面包屑	1
bread-and-butter		/'bredən'bʌtə/	['bredən'bʌtə]	adj. 实用的，基本的；生计的；青年期的	0
breadbasket		/'bredbɑːskɪt/	/'brɛdbæskɪt/	n. 胃；面包篮；产粮地区；大型空投炸弹	0
breadcrumb		/'bredkrʌm/	['bredkrʌm]	n. 面包碎屑	0
breadcrumbs				面包碎屑	0
breadfruit		/'bredfruːt/	/'brɛdfrut/	n. 面包果；面包果树	0
breadline			/'brɛdlaɪn/	n. 等待分配救济食物的队伍	0
breads				n. 各种面包（bread的复数形式）	0
breadth	考研	/bredθ; -t-/	/brɛdθ/	n. 宽度，幅度；宽宏	1
breadth-first				n. [计] 宽度优先	0
breadwinner		/'bredwɪnə/	/'brɛdwɪnɚ/	n. 负担家计的人；养家糊口的人	0
break		/breɪk/	/brek/	vi. 打破；折断；弄坏；削弱	0
break-even		/breɪk'i:vən/	/brek'ivən/	adj. 收支平衡的	0
break-in		/'breikin/	['breikin]	n. 闯入；非法进入	0
break-out				n. 跑火	0
break-point				n. 断点	0
break-up				n. 分散；崩裂	0
breakage	六级	/'breɪkɪdʒ/	/'brekɪdʒ/	n. 破坏；破损；裂口；破损量	0
breakaway		/'breɪkəweɪ/	/'brekə'we/	n. 分离；脱逃	0
breakdown	考研	/'breɪkdaʊn/	/'brek'daʊn/	n. 垮， 衰竭；损坏； 故障； 倒塌	0
breakdowns	六级		/ˈbreɪkˌdaʊnz/	n. 故障；受控制帧；节奏鼓点（breakdown的复数）	0
breaker		/'breɪkə/	/'brekɚ/	n. [电] 断路器；打破者；碎浪	0
breakers			/'brekɚ/	n. 爆烈人（一款街机游戏的名称）；碎浪区；碎浪	0
breakeven				n. 保本	0
breakfast	考研	/'brekfəst/	/'brɛkfəst/	n. 早餐；早饭 v. 吃早餐	1
breaking				n. 破坏；阻断	0
breakneck		/'breɪknek/	/'breknɛk/	adj. 非常危险的；要使颈骨折断似的；极快的	0
breakout		/'breɪkaʊt/	/'brek'aʊt/	n. 爆发；突围；越狱；脱逃	0
breakpoint				n. [计] 断点，断裂点	0
breaks		/breɪks/	/breks/	n. 地形突变；岩层中之小断层（break的复数）	0
breakspear				n. (Breakspear)人名；(英)布雷克斯皮尔	0
breakthrough		/'breɪkθruː/	/'brek'θrʊ/	n. 突破；突破性进展	0
breakthroughs				突破	0
breakup		/'breɪkʌp/	/'brek'ʌp/	n. 解体；分裂；崩溃；馏分组成；停止	0
breakwater		/'breɪkwɔːtə/	/'brek'wɔtɚ/	n. 防浪堤，挡水板，挡浪板	0
bream		/briːm/	/brim/	n. 鲤科鱼；欧鳊属淡水鱼；用加热和刮擦的方法清扫船底	0
breast	考研	/brest/	/brɛst/	n. 胸膛； 乳房	1
breast-beating				捶胸顿足	0
breast-fed				adj. 吃母奶的	0
breast-feed		/'brestfi:d/	['brestfi:d]	vt. 以母乳抚育；给…喂奶	0
breast-feeding				v. 给婴儿喂奶；给…哺乳；直接哺乳（breast-feed的ing形式）	0
breastbone		/'bres(t)bəʊn/	/'brɛstbon/	n. [解剖] 胸骨	0
breasted				n. 布雷斯特德（姓氏）	0
breastfeed				adj. 以母奶养育的	0
breastfeeding				n. 母乳哺育	0
breasting				n. 中部冲水法；罩皮	0
breastplate		/'bres(t)pleɪt/	/'brɛst'plet/	n. 护胸甲；胸革带；腹甲	0
breasts				n. [解剖] 乳房（breast的复数）；胸脯	0
breaststroke		/'bres(t)strəʊk/	/'brɛststrok/	n. 蛙式	0
breath	考研	/breθ/	/brɛθ/	n. 呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音	1
breath-taking	专四		/ˈbreθ teɪkɪŋ/	adj. 惊人的	0
breathability				n. 透气	0
breathable			/'briðəbl/	adj. 可以吸入的，可以呼吸的	0
breathalyser				n. 呼气测醉器	0
breathalyzer				n. 体内酒量测定器	0
breathe	考研	/briːð/	/brið/	v. 呼吸；低语；松口气；（风）轻拂	1
breathed		/breθt/	/briðd/	adj. 无声的；有气的	0
breather		/'briːðə/	/'briðɚ/	n. 呼吸者；呼吸的东西；剧烈的运动；短时间的休息	0
breathers				[机] 通气器（breather的名词复数）	0
breathing		/'briːðɪŋ/	/'briðɪŋ/	n. 呼吸；瞬间；微风	0
breathless	专四	/'breθlɪs/	/'brɛθləs/	adj. 喘不过气来的；停止呼吸的	0
breathlessly				adv. 气喘地；屏息地	0
breathlessness				n. 呼吸急促，气喘吁吁	0
breaths				n. 呼吸（breath的复数形式）	0
breathtaking	专四	/'breθteɪkɪŋ/	/'brɛθtekɪŋ/	adj. 惊人的；惊险的；令人激动的	0
breathtakingly				adv. 惊人地；令人激动地	0
breathy		/'breθɪ/	/'brɛθi/	adj. 带呼吸声的；缺少声量的	0
breaux				n. (Breaux)人名；(法)布罗；(英)布鲁	0
breccia		/'bretʃə; -tʃɪə/	/'brɛtʃɪə/	n. [岩] 角砾岩	0
brecht				布莱希特	0
brechtian		/'breʃtiən/	['breʃtiən]	adj. 布莱希特的；布莱希特风格的；布莱希特戏剧的	0
breck				n. (Breck)人名；(英、法、挪)布雷克	0
breckenridge				布雷肯里奇(在美国，西经 98º56' 北纬 32º45')	0
brecon				n. 布雷肯（英国威尔士一城镇）	0
bred		/bred/	/'hæf,brɛd/	breed的过去式和过去分词	0
bree		/briː/	[briː]	n. 清汤	0
breech		/briːtʃ/	/britʃ/	n. 臀部；后膛	0
breeches		/'brɪtʃɪz; briːtʃɪz/	/'brɪtʃɪz/	n. 马裤（裤脚束紧长及膝部的裤子）；炮尾（breech的复数）	0
breed	考研	/briːd/	/brid/	vi. 繁殖， 生殖 vt. 造成， 引起；教养， 抚养；饲养 n. 品种， 种类 A	1
breeden				n. (Breeden)人名；(英、俄)布里登	0
breeder		/'briːdə/	/'bridɚ/	n. 饲养员；繁殖者；起因；增殖反应堆	0
breeders				n. 饲养员（breeder的复数）；增殖（反应）堆；产仔的动物	0
breeding		/'briːdɪŋ/	/'bridɪŋ/	n. 繁殖；饲养；教养；再生	0
breeds				n. [生物] 品种；族类（breed的复数形式）	0
breen		/briːn/	[briːn]	adj. 褐绿色的	0
breeze	考研	/briːz/	/briz/	n. 微风， 和风 A	1
breezes				n. [气象] 微风（breeze的复数）；轻而易举的事	0
breezeway		/'briːzweɪ/	/'brizwe/	n. 有屋顶的过道	0
breezily				adv. 吹微风地；通风地；轻松活泼地	0
breezy		/'briːzɪ/	/'brizi/	adj. 有微风的；轻松愉快的；通风好的；活泼的	0
brefeldin				布雷菲德菌素	0
breitbart				布赖特巴特（新闻网站名）	0
brel				英国铁路工程公司（British Rail Engineering Limited ）	0
bremen		/'bremən/	['bremən]	n. 不来梅港市（德国地名）	0
bremer				n. 布雷默（姓氏）；不来梅（德国城市）	0
bremner				n. (Bremner)人名；(法)布雷姆内；(英、德)布雷姆纳	0
bren				n. 布朗式轻机枪（等于bren gun）	0
brenda		/'brendə/	['brendə]	n. 布伦达（女子名）	0
brendan				n. 布兰登（男子名）	0
brendon				布伦登（男子名）	0
brenham				布伦汉姆（美国城市）	0
brenna				n. (Brenna)人名；(意、俄、法)布伦纳；(英)布伦纳，布伦娜(女名)	0
brennan				n. 布伦南（姓氏）	0
brenner				n. 布伦纳风；喷嘴，烧嘴	0
brent		/brent/	[brent]	n. 黑雁	0
brenta				n. (Brenta)人名；(西、意、法)布伦塔	0
brentford				n. (Brentford)人名；(英)布伦特福德	0
brentwood				n. 博利屋（公司名）；布伦特伍德（美国纽约州东南部城镇）	0
brera				n. (Brera)人名；(意)布雷拉	0
brereton				n. (Brereton)人名；(英)布里尔顿	0
brescia		/'breʃɑ:/	['breʃɑ:]	布雷西亚	0
breslin				n. (Breslin)人名；(英)布雷斯林	0
brest		/brest/	[brest]	n. 布雷斯特（法国一座军港城市）	0
bret				n. (Bret)人名；(法)布雷；(英、捷)布雷特	0
brethren		/'breðr(ɪ)n/	/'brɛðrən/	n.兄弟们，同胞；〈旧〉同党，会友	0
breton				n. 布列塔尼人	0
brett				n. 布雷特（男子名）	0
bretton				n. 布雷顿（美国新罕布什尔州的一个小城）	0
breuer				布罗伊尔	0
brevard				n. (Brevard)人名；(英)布雷瓦德	0
brevity	专八	/'brevɪtɪ/	/'brɛvəti/	n. 简洁，简短；短暂，短促	0
brew	六级	/bruː/	/brʊ/	vt. 酿造；酝酿	0
brewer		/'bruːə/	/'bruɚ/	n. 啤酒制造者；阴谋家	0
breweries	六级			n. 啤酒厂；酿酒厂（brewery的复数）	0
brewers				n. 酿酒者；饮料泡制器皿；阴谋家（brewer的复数）	0
brewery	六级	/'brʊərɪ/	/'bruəri/	n. 啤酒厂	0
brewing		/'bruːɪŋ/	/'brʊɪŋ/	n. 酿造；酝酿；计划	0
brews	六级	/bruːz/	/bruːz/	n. (Brews)人名；(英)布鲁斯	0
brewster				n. （酒）酿造者	0
breyer				布雷耶（人名）	0
brezhnev				n. 布里兹涅夫	0
bri				abbr. 基本速率接口（Basic Rate Interface）；生物研究所（Biological Research Institute）；建筑研究所（Building Research Institute）；大楼并发症（Building Related Illness）	0
brian		/'braɪən/	/'braɪən/	n. 布莱恩（男子名）	0
brianna				n. 布丽安娜（女子名）	0
briant				布赖恩特（人名）	0
briar		/braɪə/	/'braɪɚ/	n. 荆棘；石南；用石南根制成之烟斗	0
briarwood		/'braɪəwʊd/	['braɪəwʊd]	n. 石南科植物之根（等于brierroot）	0
bribe	考研	/braɪb/	/braɪb/	v. 贿赂，收买 n. 贿赂	0
bribery	六级	/'braɪbərɪ/	/'braɪbəri/	n. [法] 贿赂；受贿；行贿	0
bribes				赃物	0
bric-a-brac		/'brikəbræk/	['brikəbræk]	n. 小摆设；小古董	0
brice				n. 布赖斯（男子名）	0
brick	考研	/brɪk/	/brɪk/	n. 砖	1
brick-and-mortar				adj. （有）实体的；砖瓦加水泥（常用来比喻传统企业）	0
brickell				n. (Brickell)人名；(英、瑞典)布里克尔	0
bricker				n. (Bricker)人名；(英、法)布里克	0
bricklayer		/'brɪkleɪə/	/'brɪkleɚ/	n. 砖匠	0
bricklayers				n. 砖瓦工；砖匠（bricklayer的复数形式）	0
bricklaying		/'brɪk,leɪɪŋ/	/'brɪk,leɪŋ/	n. 砌砖；砌砖工作	0
brickman				n. (Brickman)人名；(英、瑞典)布里克曼	0
bricks				n. 砖块（brick的复数）	0
bricks-and-mortar				传统的实体企业	0
brickwork		/'brɪkwɜːk/	/'brɪkwɝk/	n. 砌砖；砖砌的建筑物	0
brickworks				n. 砖厂；砌砖（brickwork的复数形式）	0
brickyard		/'brɪkjɑːd/	['brɪkjɑːd]	n. 砖厂	0
bricolage				n. 使用手头现成工具摆弄修理；利用手头东西制成的物品	0
bridal	专八	/'braɪd(ə)l/	/'braɪdl/	adj. 新娘的；婚礼的	0
bride	考研	/braɪd/	/braɪd/	n. 新娘 A	0
bride-to-be				n. 待嫁新娘	0
bridegroom	专四	/'braɪdgruːm/	/'braɪdɡrum/	n. 新郎	0
brides				n. 新娘（杂志名）	0
brideshead				故园	0
bridesmaid		/'braɪdzmeɪd/	/'braɪdzmed/	n. 女傧相	0
bridewealth				聘礼	0
bridge	考研	/brɪdʒ/	/brɪdʒ/	n. 桥；桥牌；桥接器；船桥 v. 架桥；渡过	1
bridged				v. 架桥；渡过（bridge的过去分词）	0
bridgehead		/'brɪdʒhed/	/'brɪdʒhɛd/	n. 桥头堡；桥塔	0
bridgeman		/'brɪdʒmən/	['brɪdʒmən]	n. 架桥工人	0
bridgend				n. 布里真德 (英国国会选区)	0
bridgeport		/'bridʒpɔ:t/	['bridʒpɔ:t]	n. 布里奇波特（地名）	0
bridger				布里杰（男子名）	0
bridges				n. [交] 桥梁；纽带（bridge的复数）	0
bridget		/'bridʒit/	['bridʒit]	n. 布丽奇特（女子名）；圣布里奇特（瑞典修女，布里奇特勋章的创立者）	0
bridgette				布里奇特	0
bridgewater				n. 布里奇沃特（美国城市）	0
bridging		/'brɪdʒɪŋ/	/'brɪdʒɪŋ/	n. 桥接；[木] 剪刀撑	0
bridgwater				n. (Bridgwater)人名；(英)布里奇沃特	0
bridie				n. 布赖迪（男子名）	0
bridle	专八	/'braɪd(ə)l/	/'braɪdl/	n. 缰绳；马勒；系带；约束物	0
bridles	专八	/ˈbraɪd(ə)lz/	/ˈbraɪdlz/	n. (Bridles)人名；(英)布赖德尔斯	0
bridleway				马道	0
bridlington				布里德灵顿	0
bridport				n. (Bridport)人名；(英)布里德波特	0
brie				n. 布里干酪（一种白色柔软的干酪）	0
brief	考研	/briːf/	/brif/	adj. 简短的， 简洁的 n. 简报 vt. 简短介绍， 简要汇报	1
briefcase	考研	/'briːfkeɪs/	/'brifkes/	n. 公文包， 公事包	0
briefcases				n. 公文包（briefcase的复数形式）	0
briefed				v. 简要；[图情] 摘要（brief的过去式）	0
briefer				n. 情报官	0
briefest				adj. 简短的；简洁的（brief的最高级）	0
briefing	六级	/'briːfɪŋ/	/'brifɪŋ/	n. 简报；作战指示	0
briefly	专四	/'briːflɪ/	/'brifli/	adv. 短暂地；简略地；暂时地	0
briefs		/briːfs/	/brifs/	n. [图情] 摘要（brief的复数）；三角裤；贴身的短内裤	0
brien				n. (Brien)人名；(法)布里安；(英)布赖恩	0
brier				n. 荆棘；野蔷薇；欧石南	0
brierley				n. (Brierley)人名；(英)布赖尔利	0
brig		/brɪg/	/brɪg/	n. 双桅横帆船；禁闭室；警卫室	0
brigade	六级	/brɪ'geɪd/	/brɪ'ged/	n. 旅；大部队；队列	0
brigadier		/brɪgə'dɪə/	/,brɪɡə'dɪr/	n. 准将；陆军准将	0
brigand		/'brɪg(ə)nd/	/'brɪɡənd/	n. 强盗；土匪；盗贼	0
briggs				布里格斯(人名)	0
brigham				n. 布里格姆（男子名）	0
brighouse				布里格豪斯	0
bright		/braɪt/	/braɪt/	adj. 明亮的，鲜明的；聪明的；愉快的	0
bright-colored				鲜艳夺目的	0
bright-eyed		/'braitaid/	['braitaid]	adj. 眼睛明亮的；热情的	0
bright-field				明视野	0
brighten	六级	/'braɪt(ə)n/	/'braɪtn/	vi. 明亮；变亮；活跃；快乐高兴	1
brightening	六级	/ˈbraɪtnɪŋ/	/ˈbraɪtnɪŋ/	n. 增白剂；抛光剂	0
brighter				adj. 更明亮的（bright的比较级）	0
brightest				adj. 最亮的	0
brightly		/'braɪtlɪ/	/'braɪtlɪ/	adv. 明亮地；鲜明地；生辉地	0
brightman				n. (Brightman)人名；(英)布赖特曼	0
brightness		/'braɪtnɪs/	/'braɪtnɪs/	n. [光][天] 亮度；聪明，活泼；鲜艳；愉快	0
brighton		/'braɪtən/	/'braɪtn/	n. 布赖顿（英国南部城市）	0
brights				n. 光亮煤；[矿物] 亮煤；亮煤质	0
brigid				布里吉德	0
brigitte				布丽奇特（女子名， Bridget 的异体）	0
brij				布里杰	0
brill		/brɪl/	/brɪl/	n. 一种可食用的欧洲比目鱼；鲽类鱼	0
brilliance		/'brɪlj(ə)ns/	/'brɪljəns/	n. 光辉；才华；宏伟	0
brilliant	考研	/ˈbrɪlɪənt/	/'brɪljənt/	adj. 光辉的， 灿烂的；卓越的， 有才华的	1
brilliantly				adv. 灿烂地；辉煌地；光亮地	0
brim	考研	/brɪm/	/brɪm/	n. 边缘； 帽檐	1
brimful		/'brɪmfʊl/	['brɪmfʊl]	adj. 盈满的，充满的	0
brimless		/'brɪmlɪs/	['brɪmlɪs]	adj. 无边缘的；没有边的	0
brimmed	六级	/brɪmd/	/brɪmd/	adj. 满到边际的	0
brimmer		/'brɪmə/	/'brɪmɚ/	n. 满杯；满溢的杯	0
brimming	六级	/ˈbrɪmɪŋ/	/ˈbrɪmɪŋ/	adj. 盈满的；满溢的	0
brims	六级		/brɪmz/	n. 边（brim的复数）	0
brimstone		/'brɪmst(ə)n; -stəʊn/	/'brɪm'ston/	n. 硫磺；悍妇	0
brin				n. 单丝；细亚麻平布	0
brind				n. (Brind)人名；(法)布兰；(英、俄)布林德	0
brindle		/'brɪnd(ə)l/	/'brɪndl/	n. 斑纹；有斑纹的动物	0
brindley				n. (Brindley)人名；(英)布林德利	0
brine		/braɪn/	/braɪn/	n. 卤水；盐水；海水	0
brines				n. (Brines)人名；(西)布里内斯；(英)布赖恩斯	0
bring	考研	/brɪŋ/	/brɪŋ/	v. 带来；促使；引起；使某人处于某种情况或境地 n. (Bring)人名；(英、瑞典)布林	1
bringer				n. 带来者；提供者	0
brings				v. 带来；使发生（bring的三单形式）	0
brink	六级	/brɪŋk/	/brɪŋk/	n. （峭壁的）边缘	0
brinker				n. (Brinker)人名；(英、德)布林克尔	0
brinkley				布林克利（人名）	0
brinkman		/'briŋk(s)mən/	['briŋk(s)mən]	n. 边缘主义者	0
brinkmanship		/'brɪŋkmənʃɪp/	/'brɪŋkmən'ʃɪp/	n. 边缘政策；紧急政策，外交冒险政策	0
brinks	六级			n. 布林克（公司名）	0
briny		/'braɪnɪ/	/'braɪni/	adj. 海水的；咸的；盐水的	0
brio		/'briːəʊ/	['briːəʊ]	n. 生动	0
brioche		/briː'ɒʃ; 'briːɒʃ/	/'brioʃ/	n. 奶油蛋卷；奶油糕点	0
briony		/'braɪənɪ/	['braɪənɪ]	n. 葫芦科的一种蔓草	0
briquettes				[冶] 团矿	0
brisa				n. 拨立柴	0
brisbane		/'brizbən/	['brizbən]	n. 布里斯班（澳大利亚东部城市）	0
briscoe				布里斯科（人名）	0
brisk	考研	/brɪsk/	/brɪsk/	adj. 轻快的；刻薄的；生气勃勃的， 兴隆的	1
brisker				adj. 更活泼；更积极；更清新（brisk的比较级）	0
brisket		/'brɪskɪt/	/'brɪskɪt/	n. 胸部；胸肉	0
briskly		/'briskli/	['briskli]	adv. 迅速地；活泼地；尖刻地	0
briskness				n. 活泼；轻快；敏捷	0
brister				n. (Brister)人名；(英、芬)布里斯特	0
bristle	六级	/'brɪs(ə)l/	/'brɪsl/	n. 猪鬃；刚毛	1
bristled	六级	/'brɪsld/	/'brɪsld/	adj. 多刺毛的；有刚毛的；直立的	0
bristles	六级		/ˈbrɪslz/	n. 猪鬃（bristle的复数形式）	0
bristling				adj. 竖立的；发怒的	0
bristly		/'brɪslɪ/	/'brɪsli/	adj. 有刚毛的；易怒的	0
bristol				n. 布里斯托尔（英国西部的港口城市）	0
bristow				布里斯托（美国地名）	0
brit				n. 小鲱鱼；海中微生物；英国人[贬]	0
brita				n. (Brita)人名；(瑞典、西)布丽塔(女名)，布里塔	0
britain		/'brɪt(ə)n/	/'brɪtn/	n. 英国；不列颠	0
britannia				n. 不列颠合金（等于Britannia metal）	0
britannica				n. 大英百科全书	0
britch				n. [动] 腿臀毛	0
britches		/'brɪtʃɪz/	['brɪtʃɪz]	n. 裤子；马裤（长及膝盖的裤子）	0
briticism		/'britisizəm/	['britisizəm]	n. 英国腔；英国英语；英国英语语法	0
british	专四	/'brɪtɪʃ/	/'brɪtɪʃ/	adj. 英国的；英国人的；大不列颠的	1
britney				n. 布兰妮（女歌手）	0
briton	专八	/ˈbrɪtn/	/ˈbrɪtn/	n. 英国人；大不列颠人	0
britons	专八	/ˈbrɪt(ə)nz/	/ˈbrɪtnz/	n. 英国人；不列颠人，大不列颠人（Briton的复数形式）	0
britpop				n. 英伦摇滚	0
brits				n. 英国人（Brit的复数）；布里茨（男子名）	0
britt				n. 小鲱鱼；海中微生物；英国人	0
britta				n. (Britta)人名；(瑞典、丹)布丽塔(女名)，布里塔	0
brittain				布里顿	0
brittan				n. (Brittan)人名；(英)布里坦	0
brittany		/'britəni/	['britəni]	n. 布列塔尼（法国西北部一地区）	0
britten				布里顿（人名）	0
brittle	专八	/'brɪt(ə)l/	/'brɪtl/	adj. 易碎的，脆弱的；易生气的	1
brittleness				n. [材] 脆性，[材] 脆度；脆弱性	0
brittney				布里特妮（女子名）	0
britton				布里顿（人名）	0
brixham				布里克瑟姆	0
brixton				布里克斯顿（英国地名）	0
brize				n. 牛虻	0
brl				abbr. 弹道研究实验室（Ballistic Research Laboratory）；比彻姆（氏）研究实验室（Beecham Research Laboratory）	0
brm				abbr. 生物性应答修饰物（Biological Response Modifier）	0
brn				abbr. 伯尔尼（瑞士城市，Berne）；青红光硫化黑	0
brno		/'bə:nəu/	['bə:nəu]	布尔诺	0
bro		/brəʊ/	/bro/	abbr. 兄弟（brother）	0
broach		/brəʊtʃ/	/brotʃ/	vt. 提出；钻孔；开始讨论；给…开口	0
broaches				n. 拉刀；铰刀（broach的复数）	0
broaching				n. [机] 拉削；[机] 拉孔；推削；扩孔	0
broad		/brɔːd/	/brɔd/	adj. 宽的，辽阔的；显著的；大概的	0
broad-based		/'brɔ:dbeist/	['brɔ:dbeist]	adj. 无限的；基础深厚的	0
broad-leaved		/'brɔ:d'li:vd,-'li:ft/	['brɔ:d'li:vd,-'li:ft]	adj. 阔叶的	0
broad-minded		/'brɔ:d'maindid/	['brɔ:d'maindid]	adj. 心胸开阔的；气量大的	0
broad-shouldered				宽肩膀的	0
broad-spectrum		/'brɔ:'spektrəm/	['brɔ:'spektrəm]	adj. 广谱的；用途广泛的	0
broadband	六级	/'brɔːdbænd/	/'brɔd'bænd/	n. 宽频；宽波段	0
broadbent				n. 布罗德本特（姓）	0
broadcast	考研	/'brɔːdkɑːst/	/'brɔdkæst/	v. 播送，播放；（无线电或电视）广播；播撒（种子） n. 广播；播音；广播节目 adj. 广播的	1
broadcasted				vbl. 广播（broadcast的过去分词）	0
broadcaster		/'brɔːd,kɑːstə/	/'brɔdkæstɚ/	n. 广播公司；广播员；播送设备；撒播物	0
broadcasters				广播装置	0
broadcasting		/'brɔːd,kɑːstɪŋ/	/'brɔdkæstɪŋ/	n. 播放；广播节目	0
broadcasts				广播节目（broadcast的名词复数）	0
broaden		/'brɔːd(ə)n/	/'brɔdn/	vi. 扩大，变阔；变宽，加宽	0
broadened				v. 拓展，扩大（broaden的过去分词）	0
broadening				n. 扩展；[光] 增宽	0
broader		/brɔːdə/	/brɔdɚ/	adj. 广大的；一片的比较级	0
broadest		/brɔ:dɪst/	[brɔ:dɪst]	adj. 宽广的	0
broadhurst				n. (Broadhurst)人名；(英)布罗德赫斯特	0
broadly		/'brɔːdlɪ/	/'brɔdli/	adv. 明显地；宽广地；概括地；露骨地；粗鄙地	0
broadly-based				有广泛基础的	0
broadman				n. (Broadman)人名；(英)布罗德曼	0
broadmoor				n. （英）布罗德莫精神病院	0
broads				n. 河流的浅而宽处（broad的复数）	0
broadsheet			/'brɔdʃit/	n. 仅印一面的大幅纸张	0
broadside		/'brɔːdsaɪd/	/'brɔdsaɪd/	n. 舷侧；较宽的一面	0
broadsides				n. （房屋等的）宽阔面；猛烈抨击（broadside的复数）	0
broadwater				n. (Broadwater)人名；(英)布罗德沃特	0
broadway		/'brɔːdweɪ/	/ˈbrɔːdˌweɪ/	n. 百老汇（美国纽约市戏院集中的一条大街）	0
broca				n. (Broca)人名；(西、法)布罗卡	0
brocade		/brə'keɪd/	/bro'ked/	n. [纺] 织锦；锦缎	0
brocaded		/brəʊ'keɪdɪd/	/brə'kedɪd/	adj. 织成锦缎的	0
brocades				n. [纺] 织锦（brocade的复数形式）；锦缎	0
broccoli	专八	/'brɒkəlɪ/	/'brɑkəli/	n. 花椰菜；西兰花	0
broch				n. 史前圆形石塔	0
brochure	考研	/'brəʊʃə; brɒ'ʃʊə/	/bro'ʃʊr/	n. 小册子	0
brochures	六级		/broʊˈʃʊrz/	n. [印刷][图情] 小册子（brochure的复数）	0
brock		/brɒk/	/brɑk/	n. 獾；坏蛋，臭家伙	0
brocklehurst				n. (Brocklehurst)人名；(英)布罗克赫斯特	0
brockton		/'brɔktən/	['brɔktən]	n. 布罗克顿（美国马萨诸塞州城市）	0
broder				n. 布罗德（男子名）	0
broderick				布罗德里克（人名）	0
brodie				n. 失败；倒下	0
brodsky				n. 约瑟夫·布罗茨基	0
brody				n. 布洛迪（姓氏）	0
brogan		/'brəʊg(ə)n/	/'brogən/	n. 粗而坚固的短靴	0
brogue		/brəʊg/	/brog/	n. 粗革皮鞋；拷花皮鞋；土腔（指爱尔兰口音的英语）	0
brogues				n. 粗革皮鞋；土音（尤指爱尔兰人讲英语时的口音，brogue的复数）	0
broil		/brɒɪl/	/brɔɪl/	vi. 烤；炙	0
broiled				adj. 烧烤；炙的，焙的；烤过的	0
broiler		/'brɒɪlə/	/'brɔɪlɚ/	n. 烤焙用具；酷热的日子；烤肉	0
broiling				adj. 酷热的；似烧的；炽热的	0
brokaw				布罗考（美国地名）	0
broke	专八	/brəʊk/	/brok/	adj. 一文不名的，破产的	0
brokeback				断背	0
broken		/'brəʊk(ə)n/	/'brokən/	adj. 破碎的；坏掉的	0
broken-down		/'brəukən'daun/	['brəukən'daun]	adj. 故障的；衰弱的	0
brokenly				adv. 断断续续地；不规则地	0
broker	专八	/'brəʊkə/	/'brokɚ/	n. 经纪人，掮客	0
broker-dealer				n. 经纪自营商	0
brokerage	专八	/'brəʊk(ə)rɪdʒ/	/'brokərɪdʒ/	n. 佣金；回扣；中间人业务	0
brokerages	专八			n. 经纪人业务；付给经纪人的佣金（brokerage的复数）	0
brokered	专八			[经] 经纪人	0
brokering	专八	/ˈbrəʊkərɪŋ/	/ˈbroʊkərɪŋ/	n. 中介	0
brokers	专八	/ˈbrəʊkəz/	/ˈbroʊkərz/	n. [经] 经纪人（broker复数）	0
broking		/'brəʊkɪŋ/	['brəʊkɪŋ]	n. 经纪业；掮客业	0
brolin				n. (Brolin)人名；(英、瑞典)布罗林	0
brolly		/'brɒlɪ/	['brɒlɪ]	n. 伞	0
brom				n. （德）溴（一种卤族化学元素）	0
bromberg				n. (Bromberg)人名；(德、法、俄)布龙贝格；(英)布朗伯格	0
bromide		/'brəʊmaɪd/	/'bromaɪd/	n. [无化] 溴化物；庸俗的人；陈词滥调	0
bromides				n. [无化] 溴化物（bromide的复数）	0
bromine		/'brəʊmiːn/	/'bromin/	n. [化学] 溴	0
bromley		/'brɔmli:/	['brɔmli:]	n. 布罗姆利（英国大伦敦的自治市）；布罗姆利（姓氏）	0
bromo				n. 镇静剂；止头痛药；助消化药	0
bromodeoxyuridine				n. 溴脱氧尿苷	0
bromophenol				n. 溴苯酚	0
brompton				n. (Brompton)人名；(英、俄)布朗普顿	0
bromsgrove				n. 布罗姆斯格罗夫 (英国国会选区)	0
bromwich				n. (Bromwich)人名；(英)布罗米奇	0
bronchi		/'brɒŋkaɪ/	/'brɑnkai/	n. 细支气管（bronchus的复数）	0
bronchial		/'brɒŋkɪəl/	/'brɑŋkɪəl/	adj. 支气管的	0
bronchiolitis				n. [内科] 细支气管炎；[内科] 毛细支气管炎	0
bronchitis	专八	/brɒŋ'kaɪtɪs/	/brɑŋ'kaɪtɪs/	n. [内科] 支气管炎	0
bronchoalveolar				n. 支气管肺泡；支气管肺泡型	0
bronchodilation				支气管扩张	0
bronchodilator				n. [药][内科] 支气管扩张剂；支气管扩张器	0
bronchodilators				n. [药][内科] 支气管扩张药；[药][内科] 支气管扩张剂（bronchodilator的复数）	0
bronchogenic				adj. 支气管原的，产生于支气管的；影响支气管的	0
bronchopulmonary				adj. [解剖] 支气管肺的	0
bronchoscopy				n. [耳鼻喉] 支气管镜检	0
bronchus		/'brɒŋkəs/	/'brɑŋkəs/	n. 支气管	0
bronco		/'brɒŋkəʊ/	['brɒŋkəʊ]	n. 野马（美国西部的）	0
